更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL
2024-08-01,株式会社オンリーワン,福祉・介護関連サービス,求人なし,,埼玉県白岡市西1-12-4,2016,,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,介護隊株式会社,福祉・介護関連サービス,無,,神奈川県綾瀬市寺尾台1-1-2（笠間第一ビル）,2016,代表取締役 佐々木 憲郎,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社はちよん,調剤薬局・ドラッグストア業界,求人なし,,大分県大分市府内町2-1-22ビル 1Ｆ,2016,代表取締役 橋本 朗洋,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ゆめのカンパニー,その他医療関連,求人なし,,愛媛県松山市山越4-1-5,2016,代表取締役 井出 伸一,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ゆらしインターナショナル株式会社,その他医療関連,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 整体マッサージ業 2022年11月doda掲載求人より引用,東京都港区高輪4-8-9りぶ高輪 201,2016,代表取締役 飯田 眞理,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社マイシェルパ,その他医療関連,無,,大阪府大阪市中央区高麗橋4-5-12ＴＥＲＡＳＯＭＡビル 5Ｆ,2016,代表取締役 松本 良平,167 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ライフサポート慈恵,福祉・介護関連サービス,求人なし,,北海道札幌市豊平区平岸六条13-3-30,2004,代表取締役 間野 靜枝,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社サンテック,福祉・介護関連サービス,求人なし,,宮城県塩竈市小松崎4-45,1998,代表取締役 佐藤 久子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社杏屋,その他医療関連,求人なし,,秋田県秋田市山王中島町6-12,1992,代表取締役 髙谷 博男,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社柏あけぼの薬局,調剤薬局・ドラッグストア業界,求人なし,,千葉県柏市篠籠田621-2,2000,代表取締役 加藤 文雄,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社白岡薬局,調剤薬局・ドラッグストア業界,求人なし,,東京都台東区今戸2-28-7,1997,代表取締役 加藤 文雄,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アペックス,調剤薬局・ドラッグストア業界,求人なし,,神奈川県横浜市泉区中田南5-16-21,2000,代表取締役 阿部 孝紀,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社サンフェイス,福祉・介護関連サービス,求人なし,,大阪府大阪市生野区巽東2-18-23,2006,代表取締役 久田 亮平,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社全快堂,診断薬・臨床検査機器・臨床検査試薬メーカー,求人なし,,広島県広島市安芸区船越3-13-12,1992,代表取締役 柏木承子,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社健康サポートセンター,福祉・介護関連サービス,求人なし,,福岡県北九州市八幡西区浅川2-9-13,1995,代表取締役 岡部 聡,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社中沢薬局,調剤薬局・ドラッグストア業界,求人なし,,山梨県笛吹市八代町北2830-2,1996,代表取締役 中沢 左百合,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,戸田合名会社,調剤薬局・ドラッグストア業界,求人なし,,栃木県下野市石橋429,1930,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社サンケイ,福祉・介護関連サービス,求人なし,,愛知県一宮市北方町曽根字村裏西46-1,1986,代表取締役 北島 義且,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社キュアウェル,病院・大学病院・クリニック,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■整骨院 2022年3月doda掲載求人より引用,神奈川県座間市相模が丘1-23-10アーバンコートさがみ1Ａ,2016,代表取締役 市橋 伸也,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＡｄｉｐｏＳｅｅｄｓ,その他医療関連,求人なし,,東京都渋谷区千駄ヶ谷5-27-3,2016,代表取締役 不破 淳二,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,マイルストーンサポート株式会社,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 就労継続支援A型事業所「マイルストーンサポート」「ブロッサムワークス」の運営事業 2022年9月doda掲載求人より引用,福岡県福岡市中央区高砂1-2-4ＣーＳＡＢＬＥ 6Ｆ,2016,代表取締役 田中 賢之,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社サンクリエーション,福祉・介護関連サービス,求人なし,,埼玉県所沢市上新井1-13-1ラ・ルーナ1Ｆ,2016,代表取締役 皆越 康史朗,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｄｅｎｔａｌ　Ｌａｂｏｒ　ＩＤＴ,病院・大学病院・クリニック,求人なし,,東京都大田区西馬込2-10-17,2016,代表取締役 岩城 謙二,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｌｉｖｅ　ｕｎｉｖｅｒｓｅ,福祉・介護関連サービス,求人なし,,東京都多摩市愛宕4-9-7ハロッズプラザ 106,2016,代表取締役 齋藤 隆太,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,マイキャン・テクノロジーズ株式会社,その他医療関連,求人なし,,京都府京都市西京区御陵大原1-36京大桂ベンチャープラザ,2016,代表取締役 宮﨑 和雄,54 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合資会社ケアスタッフサービス,福祉・介護関連サービス,求人なし,,兵庫県尼崎市西立花町1-10-19,2004,代表社員 板野 好作,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合資会社ねむの木,福祉・介護関連サービス,求人なし,,福岡県北九州市小倉南区徳吉西1-8-1,2004,代表社員 田尻 俊久,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＦＥＥＬ株式会社,医療機器メーカー業界,求人なし,,群馬県高崎市北原町24-1,2016,代表取締役 馬場 徹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＴＤＳ,その他医療関連,無,,神奈川県横浜市青葉区藤が丘2-2-16,2016,代表取締役 辻 忠司,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,デルタサプライ株式会社,医薬品卸,求人なし,,兵庫県神戸市兵庫区下沢通5-3-19,2016,代表取締役 矢野 賢,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社共生バックアップシステム,調剤薬局・ドラッグストア業界,求人なし,,徳島県板野郡松茂町広島字北川向二ノ越99-2,1995,代表取締役 佐藤 道太,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社リビングサンクス,福祉・介護関連サービス,求人なし,,栃木県宇都宮市雀の宮2-8-8,2016,代表取締役 高山 絵理子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,プリベントサイエンス株式会社,その他医療関連,求人なし,,東京都中央区日本橋堀留町1-10-11井門堀留ビル 4Ｆ,2016,代表取締役 久米 慶,96 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ワイズ,福祉・介護関連サービス,無,,東京都港区赤坂1-11-44,2014,代表取締役 早見 泰弘,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,日本セラピー株式会社,その他医療関連,求人なし,,大阪府大阪市住吉区苅田7-4-5,2003,代表取締役 金本 博明,28 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｔｈｉｎｋ　Ｌｉｆｅ,福祉・介護関連サービス,無,■訪問看護■リハビリテーション事業■地域支援事業■医療コンサルタント事業■ホームヘルパー・ケアマネージャーの研修■健康関連食品・介護用品の製造、卸、販売 2023年9月doda掲載求人より引用,愛知県尾張旭市西山町2-7-1,2016,代表取締役 小幡 匡史,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,バイベックス製薬株式会社,医薬品メーカー業界,求人なし,,東京都江東区青海2-4-32,2016,代表取締役 阿部 功,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社いぶき,福祉・介護関連サービス,求人なし,,山口県宇部市大字妻崎開作1014-3,2016,代表取締役 笹部 真弓,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウェルケア沖縄,福祉・介護関連サービス,求人なし,,沖縄県那覇市首里山川町2-56-14,2016,代表取締役 林 将貴,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社オニーロ企画,福祉・介護関連サービス,求人なし,,東京都千代田区神田錦町3-15,2016,代表取締役 江口 政道,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ライフサプリプラス株式会社,福祉・介護関連サービス,求人なし,,静岡県富士宮市野中741-22,2016,代表取締役 佐野 幸江,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アンジェル,福祉・介護関連サービス,無,,新潟県新潟市中央区白山浦1-621-22大塚第三マンション 303,2016,代表取締役 唐津 義明,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社グランデュール,その他医療関連,求人なし,,東京都中央区東日本橋3-11-11東日本橋Ｙ’ｓビル 5Ｆ,2016,代表取締役 平野 雄大,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,スミール株式会社,調剤薬局・ドラッグストア業界,求人なし,,大阪府大阪市平野区平野西5-9-7レクシア平野 1Ｆ,2016,代表取締役 田村 良介,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＬＴＬファーマ株式会社,医薬品メーカー業界,求人なし,,東京都新宿区西新宿6-10-1日土地西新宿ビル 13Ｆ,2016,代表取締役 伊藤 哲郎,"3,654 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,こどもガーデン株式会社,福祉・介護関連サービス,求人なし,,栃木県真岡市熊倉3-15-10,2016,代表取締役 秋山 孝雄,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ワニナル,福祉・介護関連サービス,求人なし,,愛知県海部郡大治町大字堀之内字深田20-2,2016,代表取締役 古田 将之,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＮＵＰｒｏｔｅｉｎ株式会社,大学・研究施設,求人なし,,兵庫県淡路市久留麻2349-1,2016,代表取締役 南 賢尚,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社榊メディカル,医療機器メーカー業界,求人なし,,千葉県野田市中野台169-1榊ビル,2016,代表取締役 榊 アイエー,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＲＡＹ　ＪＡＰＡＮ,医療機器メーカー業界,求人なし,,東京都港区芝公園2-3-6,2016,代表取締役 川松 上総,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＴＯＫＩＯ　Ｌａｂ,医療機器メーカー業界,求人なし,,東京都府中市分梅町3-61-7,2016,代表取締役 服部 英明,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社グローバルエイト,その他医療関連,求人なし,,愛知県名古屋市中区丸の内2-16-3丸の内Ａ・Ｔビル 6Ｆ,2016,代表取締役 白濱 伸悟,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社コアスリー,福祉・介護関連サービス,求人なし,,愛知県尾張旭市狩宿町4-41-1横地ビル 2Ｆ,2016,代表取締役 大谷 明典,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＧＤＲ　Ｊａｐａｎ株式会社,医療広告代理店・出版社・マーケティング・リサーチ,求人なし,,東京都足立区千住1-4-1東京芸術センター 10Ｆ,2016,代表取締役 顧暁次郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,医療法人社団宏志会,病院・大学病院・クリニック,無,,埼玉県入間市大字黒須1369-3,2016,理事長 山根 誓二,273 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社１９８３,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 老人ホーム運営／コンサルティング事業 2023年3月doda掲載求人より引用,大阪府大阪市北区天満2-1-29オプテック・ダイエービル 5Ｆ,2016,代表取締役 看舎 桂太,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,アリヴェクシス株式会社,その他医療関連,求人なし,,東京都港区新橋1-18-21第一日比谷ビル 7Ｆ,2016,代表取締役 木村 俊,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ユニバーサルマネジメント,福祉・介護関連サービス,求人なし,,大阪府大阪市大正区平尾3-14-14,2016,代表取締役 井上レオナルド優二,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,日本レックス医科工業株式会社,その他医療関連,求人なし,,東京都文京区湯島1-11-14,1973,代表取締役 川口 利郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,北陸調剤薬局株式会社,調剤薬局・ドラッグストア業界,求人なし,,富山県高岡市中川園町2-2,1995,代表取締役 瀬川 安紀子,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,サンラインメディカル株式会社,調剤薬局・ドラッグストア業界,求人なし,,岐阜県岐阜市今嶺1-19-5,2006,代表取締役 松野 貴志,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社在宅看護センター愛,福祉・介護関連サービス,求人なし,,愛知県名古屋市北区辻本通1-21,1990,代表取締役 吉川 比呂司,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ライズメディコ株式会社,医療機器卸,求人なし,,兵庫県小野市中町326-7,2010,代表取締役 廣内 章平,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ユニバーサルラボ,医薬品・医療機器・ライフサイエンス・医療系サービス,求人なし,,北海道札幌市中央区大通西17-2-31アルファビル大通西17－301,2015,代表取締役 小堀 文宏,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ｏｎｅ　ｌｉｆｅ,福祉・介護関連サービス,求人なし,,北海道札幌市東区伏古四条5-1-5,2013,代表取締役 富本 雄樹,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社菅原,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■住宅型有料老人ホームの運営■訪問介護事業所の運営■訪問看護事業所の運営■福祉用具のレンタル・販売事業の運営■保育園の運営 2023年4月doda掲載求人より引用,岩手県盛岡市湯沢東3-17-13,2013,代表取締役 菅原 多喜枝,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ライフ,福祉・介護関連サービス,求人なし,,宮城県仙台市青葉区一番町1-4-1仙台ワールドビル 6Ｆ,2003,代表取締役 小泉 智子,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社日医工仙台,病院・大学病院・クリニック,求人なし,,宮城県仙台市宮城野区中野1-3-1,2007,代表取締役 菅原 亮,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウエスト,その他医療関連,求人なし,,宮城県仙台市青葉区花京院2-1-5ウエスト花京院ビル 9Ｆ,2008,代表取締役 西村 和行,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社高志,福祉・介護関連サービス,求人なし,,埼玉県さいたま市北区土呂町2-12-18中橋ビル 1Ｆ,2001,代表取締役 中橋 博,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ベルツ,福祉・介護関連サービス,求人なし,,埼玉県草加市金明町604-12Ｆ,2007,代表取締役 清川 隆治,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アィケィシー,医療機器卸,求人なし,,埼玉県所沢市北中2-159-10北中ハイツ103,2007,代表取締役 吉田 彰彦,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社さくらホーム,福祉・介護関連サービス,求人なし,,千葉県千葉市稲毛区長沼原町731-17,2015,代表取締役 依田 雅和,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,桂乃貴メンタルヘルスケア株式会社,福祉・介護関連サービス,求人なし,,東京都目黒区上目黒2-15-6川鍋ビル 4Ｆ,2013,代表取締役 渡部 貴子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ファーメックス・ジャパン株式会社,医薬品卸,求人なし,,東京都千代田区丸の内1-11-1,2003,代表取締役 佐藤 攻,55 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,マックス・メディカル株式会社,医療広告代理店・出版社・マーケティング・リサーチ,求人なし,,神奈川県横浜市鶴見区東寺尾北台4-9,2014,代表取締役 山本 嘉央,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＳＰＲＩＳＥ株式会社,福祉・介護関連サービス,求人なし,,埼玉県越谷市花田7-10-1,2014,代表取締役 田中 秀治,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,アイム株式会社,福祉・介護関連サービス,求人なし,,東京都港区赤坂7-10-9第四文成ビル701,1999,代表取締役社長 一井 圭,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ティーエムエス,調剤薬局・ドラッグストア業界,求人なし,,東京都板橋区舟渡2-4-1サンアートビル 1Ｆ,2012,代表取締役 北 永久,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アイ・ウェイ,福祉・介護関連サービス,求人なし,,東京都中央区日本橋久松町12-4長島ビル 1Ｆ,2005,代表取締役 伊藤 信子,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ネクスト,福祉・介護関連サービス,求人なし,,東京都新宿区荒木町23-15アケボノ大鉄ビル 11Ｆ,2013,代表取締役 齊木 美香,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社フロー,福祉・介護関連サービス,求人なし,,東京都新宿区西新宿3-9-3第三梅村ビル 902,2014,代表取締役 大橋 浩一,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社メディカルジャパン,医療機器卸,求人なし,,東京都品川区南品川5-11-16,1998,代表取締役 小平 ハンナ,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社開盛,福祉・介護関連サービス,求人なし,,東京都港区赤坂2-17-46グローヴ2Ｆ,2010,代表取締役 盛 傑,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｇ－Ｆｏｒｃｅ　Ｊａｐａｎ,その他医療関連,求人なし,,東京都港区三田5-9-23,2000,代表取締役 櫻井 智子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社薬事法ドットコム,医療コンサルティング,求人なし,,東京都新宿区新宿4-3-175Ｆ,2009,代表取締役 円谷 智彦,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社にじ,福祉・介護関連サービス,求人なし,,東京都中野区本町2-45-13,2014,代表取締役 脊尾昌壮,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,アイ・ピース株式会社,大学・研究施設,求人なし,,京都府京都市西京区御陵大原1-36京大桂ベンチャープラザ北館1Ｆ107,2015,代表取締役 田邊 剛士,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社メディカルジャパン,病院・大学病院・クリニック,求人なし,,東京都立川市高松町1-6-8,2013,代表取締役 前田 智世,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ケーシートラスト,病院・大学病院・クリニック,求人なし,,東京都中央区日本橋2-2-3,2009,代表取締役 小池 佳嗣,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社匠グループ,福祉・介護関連サービス,1,■訪問看護■訪問マッサージ■デイサービス,東京都墨田区東向島2-7-7-3F,2006,代表取締役 勝山 史正,,,62,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アイビーテック,その他医療関連,求人なし,,東京都新宿区四谷三栄町5-5マンション松本 201,2000,代表取締役 遠藤 昭久,85 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＷＩＬＬ株式会社,福祉・介護関連サービス,求人なし,,東京都渋谷区恵比寿南1-1-10,2015,代表取締役 中島 忠相,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アークワイズ,医療機器卸,無,■医療法人DAPの安定・成長のサポート、および『北青山Ｄ.CLINIC』の運営に関すること■ドクターズサプリメント、ドクターズコスメの開発・販売■先端医療機器、医療補助具の開発・販売■医療関連事業の開拓・実践■メディカルジムの運営【北青山Ｄ.CLINIC】https://www.dsurgery.com/ 2024年4月doda掲載求人より引用,東京都渋谷区神宮前3-7-10ＡＲＫ ＷＩＳＥ ＢＬＤＧ． 4Ｆ,2002,代表取締役 阿保 君枝,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社日本メデイカルサービス,医薬品卸,求人なし,,東京都杉並区久我山4-19-5,1979,代表取締役 松平 德邦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アルガ,福祉・介護関連サービス,求人なし,,東京都北区滝野川7-2-1谷端シティハイツ302号,2009,代表取締役 白井 裕二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ビッグブルー株式会社,医療機器メーカー業界,求人なし,,東京都渋谷区代官山町20-23フォレストゲート代官山Ｍａｉｎ棟 2Ｆ 202,2014,代表取締役 ウェスト・クリストファー・ジョン・三世,29 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウィミンズ・ウェルネス,その他医療関連,求人なし,,東京都中央区佃2-19-12903,2009,代表取締役 中尾美々子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社フィリア,福祉・介護関連サービス,求人なし,,東京都港区虎ノ門3-25-3芝ロイヤル 307,2015,代表取締役 鈴木 芳行,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウィズコーポレーション,医療機器卸,求人なし,,東京都目黒区自由が丘2-18-10,2014,代表取締役 工藤 孝行,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社コスモデンタル,医療機器メーカー業界,求人なし,,東京都練馬区土支田1-21-25503,1999,代表取締役 山之内 國雄,12 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｉ企画,その他医療関連,求人なし,,東京都台東区東上野1-15-4キスワイヤ御徒町ビル8Ｆ,2009,代表取締役 稲川 史人,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アール・ワークス,診断薬・臨床検査機器・臨床検査試薬メーカー,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■美容店向け検査システムの提供・導入支援■オリジナルDNA検査システムのOEM開発・共同研究 2022年12月doda掲載求人より引用,東京都港区赤坂2-21-2,2010,代表取締役 赤羽 僚亮,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社白樺,福祉・介護関連サービス,求人なし,,神奈川県川崎市幸区塚越2-195,2014,代表取締役 福島 祥介,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
