更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社アムス,病院・大学病院・クリニック,5,【事業内容】3つの予防医学部門事業所（アムスニューオータニクリニック、アムスランドマーククリニック、アムス丸の内パレスビルクリニック）を運営。,大阪府大阪市中央区城見1-4-70住友生命OBPプラザ6F,1987,,,300,10百万円,http://www.ams-group.jp/,
2024-07-01,株式会社Atec Japan,医療機器メーカー業界,5,■事業内容：医薬品を製造する機械の開発、製造、設置、メンテナンスサービス1996年にドイツにて設立されましたAtec Pharmatechnik GmbHの日本支社です。ワクチンや医薬業界をリードする欧米市場はもちろん、日本市場で高シェアを誇るワクチンや注射剤に不可欠な機械を製造・輸入しております。国内外の大手製薬会社様の工場に機械が取り付けられ、安全な薬を作るお手伝いを行っております。,大阪府大阪市生野区巽北1-30-41,2015,,42.0,22,35百万円,https://www.atecgroup.de/ja/,
2024-08-01,ＧＭＯヘルスケア株式会社,その他医療関連,6,■事業内容： 主力商品（一体型電子カルテ「ハヤブサ」）を全国に展開する販売店構築活動、サポートセンタ業務を行っています。レセコン・電子カルテシステム・医用画像管理システム等の院内情報システムの構築及びインターネット環境・ホームページ作成に至るまでの病院・診療所向けの医療トータルソリューションを提供しています。,東京都渋谷区道玄坂1-2-3渋谷フクラス,2001,,,78,32百万円,http://www.ai-sol.jp/index.html,
2024-05-01,医療法人明峰会,福祉・介護関連サービス,1,■事業内容： 一般医療業務（診療所）・訪問看護ステーション・グループホーム明峰夢・メイディカルフィットネスＭＥＩＨＯ・小規模サテライト型介護老人保健施設（２９床）の運営・居宅介護支援事業所,福井県敦賀市津内町3-6-38,2004,,,145,50百万円,https://meihoukai.com/,
2024-08-01,アークレイマーケティング株式会社　※アークレイグループ,医療機器メーカー業界,31,アークレイは、医療現場に新たな診断技術、検査を提供することで、ミッションである「新しい科学技術への挑戦を通じて、世界中の人びとの健康な生活に貢献する」を実現すべく日々活動しています。創業者の精神である「挑戦」を脈々と受け継ぎ、常に新たな価値を創造する姿勢で研究開発に取り組んできました。血液や尿などの検体を採取して検査する臨床検査機器と診断薬に加え、現在ではソフトウエアなどの診断支援ツールも含めて、開発・製造から販売・サービスまでトータルに手がけ、医療現場をサポートしています。近年、医療の重心が疾病の診断・治療から予防や健康寿命の延伸へとシフトしています。,東京都新宿区四谷1-20-20大雅ビル 4F,2001,,,239,,https://www.arkray.co.jp,
2024-06-01,株式会社ユーアイファーマシー,調剤薬局・ドラッグストア業界,3,■事業内容： ○保険薬局の経営(◇医療用医薬品･一般医薬品の販売､◇衛生材料･医薬部外品等の販売)○薬剤師の育成(薬のプロとしての薬剤師を当社研修制度のもと育成)○医療モール開発･運営(ドクター開業支援)○在宅医療への参加■研修制度：ユーアイファーマシーでは新入社員向けの集合研修やフォローアップ研修、主任クラス向けのステップ研修、管理者向けの店舗運営研修など段階ごとに薬剤師としてスキルアップできる研修制度を導入しています。また薬剤師学術大会の参加や発表も積極的に行っています。多数の薬剤師がお互いに刺激しあう事ができる環境があり自然と薬剤師としての知識・技術が向上していきます。,兵庫県姫路市南駅前町100姫路パラシオ第2ビル3F,1993,,35.0,113,10百万円,http://www.ui-ph.co.jp/aboutus/index.html,
2024-07-01,公益財団法人日本医療機能評価機構,その他医療関連,3,■概要：公益財団法人 日本医療機能評価機構は、国民の健康と福祉の向上に寄与することを目的とし、中立的・科学的な第三者機関と して医療の質の向上と信頼できる医療の確保に関する事業を行う公益財団法人です。,東京都千代田区神田三崎町1-4-17東洋ビル,1995,,,150,,http://jcqhc.or.jp/,
2024-08-01,医療法人一朋会,病院・大学病院・クリニック,3,■事業内容： 【内科、外科、整形外科、リハビリテーション科】・病床数：医療療養型病床 54床（内、地域包括ケア病床16床）・診療科：内科、外科、整形外科、リハビリテーション科,愛媛県松山市山越3‐5‐24,1970,,,64,,https://masuda-hp.jp/,
2024-06-01,有限会社シャイニング,福祉・介護関連サービス,1,■グループホーム、デイサービス、小規模多機能の3業態運営,北海道札幌市豊平区美園12条6丁目1-1 美園12条ハイツ1階,2002,,,70,900万円,http://www.totorono-mori.com/,代表取締役 住友 幸子
2024-08-01,デルフィ株式会社,CRO,2,【設立背景】医薬品あるいは医療機器メーカーによる研究開発には、最終的にモニタリングを含めた臨床試験が必須とされています。数年前に医薬品の新しい臨床開発基準が施行されましたが、この新基準に対応できるスタッフの数は十分ではなく、より多くの、よりクオリティの高いスタッフが求められるようになりました。そこで、新しい知識と技術を持ったCRA（臨床開発担当者）を育成し、欧米では常識化しているCRO（臨床開発受託企業)という分野を日本でも確立させようと、2002年にデルフィは生まれました。,東京都港区西新橋1-6-12,2002,,37.0,39,10百万円,http://www.dilphi.com/,
2024-08-01,株式会社ＡＰＥＸ,医療機器卸,4,～医療を通じて患者の安心・治癒に貢献していきます～■事業内容：医療用機器の販売、及び修理（特に循環器・心臓外科関連製品） ■事業の特徴：同社は医療機器の専門商社です。大学病院や総合病院を顧客として、医療現場で用いられる医療機器の販売・物流・サポート・立会いを中心事業としています。取扱商品は、循環器科で用いられる心臓ペースメーカーなどの不整脈治療関連製品や、カテーテルなど多岐に渡ります。,愛知県名古屋市西区康生通2-26,2002,,,122,10百万円,http://www.apex-med.jp/,
2024-07-01,株式会社メドケア,医療機器卸,1,■事業内容：心臓ペースメーカやICD（植込型除細動器）などの不整脈治療分野を中心とする循環器疾患治療用機器の専門商社です。取扱製品はほぼ日本メドトロニック社のものです。,大阪府大阪市中央区淡路町1-3-14,1997,,44.1,21,35百万円,http://www.medcare.co.jp/,
2024-07-01,医療法人社団明正会,病院・大学病院・クリニック,3,■事業内容： 訪問診療をメインに、都内に計7つのクリニックを運営しております。■グループ紹介：明正会錦糸町クリニック/墨田クリニック/大髙在宅ケアクリニック/明正会葛西クリニック/明正会クリニック江東/ウェルコンパス城南クリニック/白山文京クリニック,東京都墨田区太平3-10-12リヴュール太平2F、3F,1990,,45.0,70,,http://www.meisei-g.com/,
2024-05-01,一般財団法人三宅医学研究所,病院・大学病院・クリニック,2,■事業内容： 一般財団法人三宅医学研究所は、患者様の一日も早い社会復帰に向けて最大のサービスを提供し、予防医学から健診業務、治療を担った、トータルケアで地域の皆様に貢献します。 信頼される医療・介護の提供と地域リハビリテーションの拠点を目指して、患者様の一日も早い社会復帰に向けて最大のサービスを提供します。,香川県高松市番町1-10-16,1935,,,253,,https://www.miyake.or.jp/,
2024-07-01,株式会社ＺＯＯ　ＬＡＢＯ,医薬品メーカー業界,1,■事業内容： ・歯科技工物作製・CAD／CAMを用いた歯科技工業・歯科医院コンサルティング現在ZOO LABOでは、取引先歯科医院数が増加し、毎年最高益を更新し続けています。コミュニケーションを大切にし、スタッフ一丸となって「支え合う」社風で自分が挑戦したいことや実現したいことなど、意見が言いやすい風通しの良い環境です。,神奈川県川崎市多摩区東生田1-27-2,1974,,35.9,132,85百万円,http://zoolabo.jp/,
2024-08-01,株式会社愛歯,医薬品メーカー業界,2,■事業内容当社は歯科医院に提供する歯科技工物(入れ歯・差し歯)や矯正装置(マウスピース)等の製造販売しています。西日本を中心に17営業所を構え、全国の歯科医院より受注しています。関連会社7法人のグループ企業で構成されています。歯科技工業界では珍しい組織化した業態で運営しており、全国で5本の指に入る規模でスケールメリットが取れた経営が出来ています。創業45年を経て売上・利益共に右肩上がりの成長を続けています。関連会社である（株）ピカッシュでは歯科医療現場から開発された銀イオンによる除菌商品やケア商品を研究開発して商品化しています。,熊本県菊池郡菊陽町大字原水2849-1,1982,,38.7,167,10百万円,https://www.aishi.jp/,
2024-08-01,株式会社ジェイエムエンジニアリング,その他医療関連,2,■事業内容：・歯科用医療機器等の搬入取付およびフィールドサービス・歯科用医療機器等のファクトリーサービス・歯科用医療機器のサービス部品の組立等,京都府久世郡久御山町林高黒2-13,1998,,39.0,281,100百万円,https://www.jmeng.co.jp/,
2024-08-01,フクダエム・イー常葉株式会社,医療機器卸,1,■事業内容： 各種医療機器等の販売（フクダエム・イー工業株式会社の販売会社）■主要顧客（医科） 国公立病院・大学病院・開業医院をはじめ全国の医療機関や施設 （獣医科）国公立大学・私立大学・製薬会社・動物病院をはじめ研究所や施設■特徴心電計、生体情報モニタなどの各種医療用電子機器の製造を手がけ、特に獣医科分野ではトップクラスのシェアを誇る「フクダエム・イー工業」。その販売会社として、医療機関に向けて同社の製品を提供します。,千葉県千葉市稲毛区緑町1-23-15小川第6ビル4F,1974,,,4,10百万円,https://www.fukuda-me.co.jp,
2024-07-01,株式会社ネモト・サイエンス,バイオベンチャー業界,3,■事業内容：・新薬、ジェネリック薬の開発段階での薬物動態試験、製剤試験の受託業務・各種化合物／合成、トキシコキネティクス測定の請負業務・その他開発に係わる研究業務,東京都杉並区高井戸東4-10-9,2000,,,74,80百万円,https://www.nemotoscience.co.jp/,
2024-07-01,メディカルマーケットビジョン株式会社,医療コンサルティング,2,■事業内容： 医療用医薬品に関するマーケティングリサーチ・コンサルティング/定期刊行物の発行,東京都中央区日本橋兜町5-1兜町第1平和ビル,1993,,,12,11百万円,https://www.m2vision.co.jp,
2024-07-01,株式会社メディカル・フロンティア,その他医療関連,1,■事業内容： 〇特別管理産業廃棄物の収集・運搬業務・産業廃棄物の収集・運搬業務・医療廃棄物のトータルサポートの実施〇感染予防対策品の販売・感染予防対策関連商品の販売医療廃棄物に特化した歴史ある専門会社です。関東全域にて業務を行っております。優良な処分場とネットワークを結び『適性』『適法』な処理を実施しております。600床を超える病院からクリニック、研究機関そして動物病院に至るまで約400件以上のお客様とお取引をさせて頂いております。,東京都江戸川区北小岩6-20-14,1991,,,27,"3,000百万円",http://medical-f.co.jp/,
2024-08-01,一般財団法人順天厚生事業団,病院・大学病院・クリニック,1,巡回健康診断、施設健康診断、健康づくり支援など◆出張健康診断◆順天健診クリニック◆西神健診センター◆健康づくり支援,兵庫県神戸市中央区楠町３丁目１番１２号,1949,,,75,,https://www.junten.or.jp/,理事長 白 鴻泰
2024-08-01,スミス・アンド・ネフュー株式会社,医療機器メーカー業界,12,■英国のスミス・アンド・ネフュー社（1856年）の日本法人として設立。2017年に3分割していた下記（※）を統合し、新たなスタートを切っています。（※）・スミス・アンド・ネフュー ウンド マネジメント株式会社 ・スミス・アンド・ネフュー エンドスコピー株式会社 ・スミス・アンド・ネフュー オーソペディックス株式会社世界100ヶ国に展開する、創立160年の老舗カンパニーで、下記の3つの事業部を柱にグローバル展開しています。○オーソペディックス事業 ○ウンドマネジメント事業 ○スポーツメディスン事業,東京都港区浜松町2-4-1世界貿易センタービルディング南館14F,1987,,31.0,500,485百万円,http://www.smith-nephew.jp/,
2024-05-01,株式会社ネオメディックス,その他医療関連,1,◆循環器内科・整形外科領域における検査及び医療用具・機器の販売◆販売商品：カテーテルやペースメーカー、人工関節他◆医療器具の販売及び医療開業コンサルタント◆高度管理医療機器等販売・賃貸業、医療機器修理業◆主要取引先 ジョンソン・エンド・ジョンソン テルモ アボットメディカルジャパン ボストン・サイエンティフィック・ジャパン 日本メドトロニック 等,北海道札幌市白石区菊水7条2丁目7番1号 札幌流通倉庫東ビル１階,2001,,,87,8000万円,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010405116/: 'NoneType' object has no attribute 'get',代表取締役 清造 良文
2024-08-01,エランコジャパン株式会社,医薬品メーカー業界,2,■事業内容：エランコは、革新的なソリューションを提供することによって、ビジョンである「食」と「動物たちとのふれあい」を通した豊かな暮らしの実現を目指しています。より有効で経済性も満たす製品の開発・供給を通して消費者が安心して楽しめる「食」づくりと、効率的で持続可能な食糧需給に貢献していきます。また、人とコンパニオンアニマルの「絆」を深める仲介役としての役割を高めていきたいと考えています。,東京都港区赤坂4-15-1赤坂ガーデンシティ15F,2000,,,150,,https://www.elanco.co.jp/,
2024-06-01,株式会社すずなり,福祉・介護関連サービス,1,■デイサービス※都内7ヶ所で運営しています。 今後、さらに多くの場所で展開していくことを目指しています。,東京都大田区大森南2-20-3 ベルザ大森南1階2階,2001,,,221,,http://suzu-care.jp/,代表取締役 中西 健夫
2024-07-01,有限会社カゾメディカル,調剤薬局・ドラッグストア業界,3,■事業内容：「患者様の健康を考え、患者様のお役に立つ」私たち「カゾメディカル」は、調剤業務、介護支援事業を通じて、より多くの方々の健康維持につくし、誠心誠意お役に立ちたいと願っています。そのために、社員一同、研鑽を重ね事業拡大と経営の多角化を図り、また地域医療にも積極的に取り組んでいきたいと考えています。■事業内容詳細：・保険調剤事業・指定居宅介護支援事業・介護用品販売事業,東京都板橋区大山東町45-5,1992,,,,5百万円,https://kazuo.co.jp/,
2024-06-01,株式会社ビューティーマイト,福祉・介護関連サービス,2,当社は福祉用具の販売・介護用品のレンタル・介護保険住宅のリフォーム・改修を担う会社です。■事業概要：・福祉用具レンタル（売上全体の8割）：介護電動ベッド、車いす、置き型手すり、歩行器 等・住宅改修：介護保険住宅の介護リフォーム 等・そのほか、福祉用具の販売,三重県三重郡菰野町大字竹成2622-13,2000,,41.0,8,10百万円,なし,
2024-08-01,うえろく株式会社,福祉・介護関連サービス,4,■事業内容：最大1000文字1975年に薬局からスタートした同社は、大阪を中心に医療介護の事業を展開してきました。今後も、医療介護分野では地域・分野でナンバーワンを目指し、現在は既存事業の成長に加え、M＆Aと新規事業分野への進出に取り組んでおります。,大阪府大阪市中央区谷町9-1-22NK谷町ビル7F,1975,,,170,20百万円,http://www.ueroku.jp,
2024-06-01,広島県シルバー福祉生活協同組合,福祉・介護関連サービス,1,■事業内容： 当社、介護施設運営業。具体的には、居宅介護支援、訪問介護、通所介護、小規模多機能型居宅介護、有料老人ホーム事業、介護職員養成研修事業。,広島県福山市南本庄5-5-12,1998,,53.5,60,16百万円,https://silver-wel.com/,
2024-06-01,株式会社西日本医療福祉総合センター,福祉・介護関連サービス,1,■事業内容：・ウエルパーク介護サービス…訪問介護（ホームヘルパー）、居宅介護支援（ケアマネジメント）デイサービス、福祉用具貸与、販売、自費サービスを行っています。・レーベン21…介護付き有料老人ホームです。福祉関連施設が総合的に整備された全国でも有数な高齢者のまちづくり事業です。全戸数63戸と少なめなため食堂や風呂などゆっくりと利用でき、アットホームな雰囲気が特徴です。・まなべーる…当研修事業は医療福祉分野の第一線で活躍されている講師陣を迎えて、高い介護理念に基づいた質の高い研修を提供することを目的としています。,福岡県中間市通谷1-36-2,1989,,,180,100百万円,http://www.leben21.com/,
2024-07-01,株式会社エース・ジャパン,医薬品メーカー業界,3,■事業内容：医療用医薬品原薬・医薬品中間体の製造・販売■生産品目：・高脂血症用剤…ピタバスタチンカルシウム・消化性潰瘍用剤…エカベトナトリウム水和物、ラフチジン・精神神経用剤…レボメプロマジンマレイン酸塩、プロペリシアジン、ミルナシプラン塩酸塩、ゾテピン・消炎鎮痛…インドメタシン・自律神経剤… チキジウム臭化物・気管支喘息／アレルギー性鼻炎治療剤…プランルカスト水和物・医薬品中間体…抗生物質の側鎖、泌尿器薬中間体、糖尿病治療薬中間体・その他契約商品多数…不整脈用剤、血圧降下剤 等,山形県東根市大字東根甲5850-1,2002,,38.0,90,95百万円,https://www.acejp.jp/,
2024-08-01,公益社団法人山梨勤労者医療協会甲府共立病院,病院・大学病院・クリニック,2,■事業内容： 内科、脳神経内科、呼吸器内科、消化器内科、循環器内科、糖尿病内科、腎臓内科、人工透析内科、小児科、外科、消化器外科、乳腺外科、呼吸器外科、整形外科、心臓血管外科、小児外科、産婦人科、精神科、救急科、リハビリテーション科、放射線診断科、耳鼻咽喉科、眼科、麻酔科、泌尿器科、皮膚科、病理診断科、臨床検査科,山梨県甲府市宝1-9-1,1961,,,532,,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社ヘルスケアシステムズ,医療コンサルティング,7,■企業概要：医療機関から病院の経営を受託し、医療の質、運営効率の両面で模範となるモデル病院で構成する全国的な病院ネットワークの中核的役割を担い、時代の求めるヘルスケアサービスを提供します。,東京都千代田区神田錦町3-18寿ビル8F,1996,,43.0,260,67百万円,http://www.healthcare-systems.co.jp/index.html,
2024-08-01,メディカル・プロフェショナル・リレーションズ株式会社,医療広告代理店・出版社・マーケティング・リサーチ,3,■事業内容： 独創的な企画力と制作力、さらにはきめ細やかな対応力を武器に、満足度の高いメディカル・コミュニケーション・サービスを提供します。・マーケティング戦略の企画立案（市場調査、製品戦略、クリエイティブ戦略など）・プロモーションプランの企画立案（販促計画、メディア計画、アカウントプラン）・プロモーションツールの企画、制作（DI、学術情報資材、販促資材、ギミック、広告など）・Web、デジタルコンテンツの企画、制作（製品情報サイト、患者疾患啓発サイト、デジタルデバイス用コンテンツなど）・国内外イベントの企画、運営、媒体提携,東京都千代田区丸の内2-1-1明治生命館5F,2000,,,13,10百万円,http://www.m-p-r.co.jp/,
2024-07-01,医療法人三和会東鷲宮病院,病院・大学病院・クリニック,2,■会社概要・東鷲宮病院は昭和59年の開院以来、一貫して久喜市鷲宮地区の地域医療に貢献してまいりましたが、 2018年11月に現在の地に新築移転いたしました。新病院では疾病の予防から救急、急性期の疾患、リハビリテーションまで、地域の幅広い医療ニーズに応えるとともに、 近隣の多くの高齢者施設や在宅で療養されている方々へのケアにも積極的に対応し、当院の基本理念である「地域医療の担い手として、 地域住民の健康と幸せの実現に貢献する」ことで、将来にわたって長く愛される病院を目指して参りたいと考えております。,埼玉県久喜市桜田2-6-5,1983,,,400,45百万円,http://www.washinomiya-hsp.or.jp/,
2024-08-01,社会福祉法人守皓会,福祉・介護関連サービス,1,■事業内容： ＜介護老人福祉施設、短期入所生活介護、通所介護、訪問介護、居宅介護支援事業＞社会福祉法人守皓会は、ノーマライゼーションの精神のもと、1990年9月宮崎町に特別養護老人ホーム田鶴苑・デイサービスセンター田鶴苑、1992年4月田鶴苑内に有田市在宅介護支援センター・訪問介護田鶴苑を、2007年4月港町に特別養護老人ホーム愛宕苑・デイサービスセンター愛宕苑・ケアハウス愛宕苑を、2010年7月にグループホーム愛宕苑、2013年12月野地区に特別養護老人ホームありだ橘苑・デイサービスセンターありだ橘苑を開設。,和歌山県有田市宮崎町841-1,1990,,,316,"2,380百万円","Failed to retrieve page, status code: 410",
2024-07-01,社会福祉法人慈惠会,福祉・介護関連サービス,1,■事業内容： 高齢者福祉に関する事業を中心に幅広く実施しています。特別養護老人ホーム／グループホーム／ケアハウス／デイサービス／訪問介護／訪問看護／居宅支援事業／地域包括支援センター（受託）／地域福祉事業／居住支援法人 等,滋賀県守山市洲本町1,1985,,,249,437百万円,https://www.yuinosato.or.jp,
2024-08-01,医療法人共立荻野病院,病院・大学病院・クリニック,2,■事業内容： 病棟は医療型の療養病床を89床所有し、外来は内科、胃腸科をメインに、各種検診、各種予防接種も行っている。また通所リハビリテーション、及び居宅介護支援事業所も併設している。,愛知県豊川市三上町雨谷口32,,,,164,80百万円,http://www.oginohp.or.jp/,
2024-07-01,社会福祉法人大阪市東住吉区社会福祉協議会,福祉・介護関連サービス,1,■事業内容： 区内の関係機関・団体と連携を図りながら、地域課題に応じたきめ細かいサービスの開発・実施や住民活動の支援、広報活動、区内の福祉に関するネットワークづくりなど、地域福祉向上のためのさまざまな事業を企画運営します。,大阪府大阪市東住吉区田辺2-10-18東住吉区在宅サービスセンター内,,,,,,なし,
2024-07-01,社会医療法人壮幸会行田総合病院,病院・大学病院・クリニック,2,■診療科目内科、循環器内科、消化器内科、消化器外科、呼吸器内科、腎臓内科、神経内科、リウマチ科、外科、肛門外科、整形外科、脳神経外科、血管外科、皮膚科、泌尿器科、眼科、耳鼻咽喉科、小児科、麻酔科、放射線科、病理診断科、リハビリテーション科,埼玉県行田市持田376,1988,,,1116,,https://gyoda-hp.or.jp,
2024-06-01,医療法人社団明芳会ＩＭＳ　Ｍｅ‐Ｌｉｆｅクリニック池袋,病院・大学病院・クリニック,1,■事業内容： 人間ドック・健康診断専門施設,東京都豊島区東池袋1-21-11オーク池袋ビル8F,1979,,,,,https://imsgroup.jp/ikebukuro/,
2024-07-01,社会福祉法人すみれ福祉会,福祉・介護関連サービス,3,■事業内容： 特別養護老人ホーム、デイサービス、ショートステイ、居住介護支援などの介護事業の運営,兵庫県明石市松が丘北町1074-1,,,,,,なし,
2024-07-01,ＫＰＭＧヘルスケアジャパン 株式会社,医療コンサルティング,4,"【KPMGについて】◆BIG 4と呼ばれる世界最大級の監査・税務・アドバイザリー会社KPMGは、世界146カ国に約227,000名のプロフェッショナルを擁し、サービスを提供しています。◆必要に応じて、KPMGメンバーファーム（会計・監査の専門チームであるあずさ監査法人、税務の専門チームであるKPMG税理士法人、財務関連アドバイザリーサービスの専門チームであるKPMG FASなどのアドバイザリー関連のグループ会社）と共同で案件を推進する体制としています。",東京都千代田区大手町1-9-5大手町フィナンシャルシティ ノースタワー,2000,,,35,,https://home.kpmg/jp/ja/home/about/hcj.html,
2024-08-01,株式会社ベネフィックス,医療機器メーカー業界,無,,東京都台東区北上野1-6-11ＮＯＲＤビル 5Ｆ,1999,,,,20 百万円,"Failed to retrieve page, status code: 410",代表取締役 久保田 豊
2024-07-01,株式会社はあとふるあたご,福祉・介護関連サービス,1,■事業内容：在宅介護サービス事業（デイサービス、グループホーム、ショートステイ、看護・小規模多機能ホーム、訪問看護・介護、福祉用具レンタル／販売、住宅改修、居宅介護支援等）※新潟市内を中心に新潟県内24拠点、37の事業所を運営,新潟県新潟市中央区下大川前通4ノ町2186,1976,,,11549,,http://heartfull.jp/,
2024-06-01,医療法人徳洲会仙台徳洲会病院,病院・大学病院・クリニック,2,■法人概要：・病院類型…一般病院・急性期型病院・診療科目…内科、消化器内科、呼吸器内科、循環器内科、糖尿病・代謝内科、神経内科、リハビリテーション科、外科、心臓血管外科、整形外科、脳神経外科、婦人科、皮膚科、泌尿器科、放射線科、眼科、小児科、耳鼻咽喉科、麻酔科、歯科口腔外科、救急総合診療科、病理診断科,宮城県仙台市泉区高玉町9-8,1986,,34.0,650,,https://sendai.tokushukai.jp/,
2024-08-01,医療法人社団大倉会,福祉・介護関連サービス,4,■事業内容： 診療所（耳鼻咽喉科・産婦人科）、介護老人保健施設、訪問看護ステーション大倉耳鼻咽喉科医院・大倉産婦人科医院をはじめ、訪問看護ステーション(杏)、杏保育園など地域医療・福祉に貢献しています。,千葉県市原市五井中央東1-11-18,1989,,,76,15百万円,http://www.anzunosato.jp,
2024-07-01,医療法人健康館,病院・大学病院・クリニック,3,■事業内容：内科診療所。通所リハビリテーション、居宅介護支援事業所を併設。別施設として認知症対応型のデイサービス事業を行っています。■事業詳細：・内科診療所「ひらい内科消化器科」(病床あり19床）。通所リハビリテーション「ひらいデイ・ケア健康館」、居宅介護支援事業所を併設。別施設として認知症対応型のデイサービス事業「デイサービスセンターかえで」を行っています。,福井県福井市渕4-1813,1998,,,69,9百万円,https://www.hirainaikashoukakika.org/,
2024-07-01,医療法人社団昭友会,病院・大学病院・クリニック,1,■企業概要： ・当医療法人たなかクリニックは外来部門かかりつけ医としての総合的な医療の診療を行っています。また介護部門では介護医療院、訪問看護ステーション、デイケア、小規模多機能型居宅介護事業所、居宅支援事業所と５つの機能を展開し、医療と介護との連携を念頭に住み慣れたところで安心して生活できるよう様々な形でのサポートを行っています。＜外来診療＞内科、外科・整形外科、乳腺外科、リハビリテーション科（その他：専門外来として糖尿病外来・睡眠時無呼吸外来）＜一般病床＞11床,福岡県糸島市神在西1-1-15,,,,95,50百万円,http://www.itoshima-tanakaclinic.jp/,
2024-08-01,学校法人国際医療福祉大学,病院・大学病院・クリニック,3,教育事業、医療業●教育分野 国際医療福祉大学をはじめとした、医療福祉専門職を養成する大学・専門学校等の管理運営とそれに付随する業務●医療分野 大学附属病院を中心とした、各病院・診療所等の管理運営とそれに付随する業務●福祉分野 特別養護老人ホーム・介護老人保健施設・障害者（児）支援施設、通所・在宅介護サービス等の管理運営とそれに付随する業務,東京都港区南青山1-24-1,1995,,,12500,,https://www.iuhw.ac.jp/,事務局長 榎森 洋
2024-06-01,株式会社関東メディカル・ケア,福祉・介護関連サービス,1,2042年まで高齢者が増加する将来性の高い介護事業の中でも、最高水準の格付け評価の優良企業。グループ内に医療法人があり、看護師が24時間常駐し、真の終身介護を実現している老人ホームや、リハビリに特化したデイサービスやショートステイ等、地域のニーズが高い特色のある先進的な施設を、新規開設・運営している企業。,埼玉県さいたま市岩槻区仲町1-9‐7,1977,,43.0,450,36百万円,http://www.kanto-medical.com/,
2024-07-01,社会福祉法人敬愛会,福祉・介護関連サービス,1,■事業内容：当法人は特別養護老人ホーム、老人短期入所施設、老人デイサービス、グループホーム、在宅ケアセンター、ケアステーション、地域包括支援センター、配食サービス等を運営しています。,埼玉県加須市新川通179-1,1994,,35.1,300,,http://keiaikai-j.jp/index.php,
2024-06-01,サージテック株式会社,医療機器メーカー業界,1,■事業内容： 医療機器の輸入・販売サージテックでは医療機関に向けた化粧品、医療機器を取り扱っています。化粧品部門では米国のJan Marini社の国内総代理店、また米国hydrafacial社の代理店、循環器部門では、日本のFiber Tech社の代理店をしております。,東京都千代田区九段南3-4-15,2003,,,,10百万円,https://www.surgetech.co.jp/,
2024-06-01,お茶の水セルクリニック（有限会社ジェイエイチラボ）,病院・大学病院・クリニック,1,クリニックの運営補助,東京都文京区本駒込3-5-5,2003,,,50,"3,000,000円",https://ochacell.com/,代表取締役 小野邊 智尋
2024-07-01,株式会社医歯薬ネット,医療コンサルティング,2,"■事業概要： 医療業界の総合コンサルティング会社として、オンリーワンのビジネスモデルで医療業界を支えています。医院・クリニックの開業支援から事業をスタートし、ドクターからの様々なニーズに応えていく中で、不動産や税務・会計業務、人材の紹介など、事業領域を広げてきました。現在では、開業の支援から、その後の経営サポートまでをワンストップでサポートしています。年間約7,000件もの医院・クリニックが新規に開業されるこの市場において、私たちのニーズは、ますます高まっています。私たちは「TEAM医歯薬ネット」として、社員が一丸となって医療業界の発展に取り組んでいます。",東京都品川区東五反田1-25-11五反田一丁目イーストビル5F,2003,,,32,192百万円,http://www.ishiyaku-net.jp/,
2024-07-01,メディカル・エキスパート株式会社,医療機器メーカー業界,6,■事業内容： 医療機器の設置及びメンテナンス・医療器具企画／製造販売メディカル・エキスパート株式会社は、日本サービス部門の強化を図る世界3大医療機器（CT・MRI関係）メーカーの1社であるフィリップス・ジャパン社とパートナーを組み、医療機器の安定稼動させることを目的として、据付から保守点検までをサポートします。,東京都中央区新川2-30-11新川OMKビル2F,2003,,39.0,69,25百万円,https://medical-ex.co.jp/,
2024-08-01,株式会社ケアコネクトジャパン,医療コンサルティング,8,■事業内容： 高齢者、障害者施設向けソフトウェアの開発および販売診療記録および看護記録管理システムの開発および販売保育所、幼稚園向けソフトウェアの開発および販売社会福祉、医療、介護に関する情報収集、調査、研究およびコンサルタント■理念：change the industry（業界を変える）介護を変える、業務を変える、制度を変える、働き方を変える、常識を変える■主な製品：CAREKARTE(ケアカルテ)※さまざまなICT機器とつながり現場の記録からプラン・請求まで介護事業所の運営をトータルにサポート。介護を必要としている方々と「向き合う時間」をさらに増やす。,静岡県静岡市駿河区南町18-1サウスポット静岡2F,2003,,,,197百万円,https://www.carekarte.jp/company-info/2,
2024-07-01,医療法人森山胃腸科,福祉・介護関連サービス,1,■事業内容：・胃腸科及び内科診療・介護老人保健施設を中心とした、高齢者の介護及び介護福祉サービス,佐賀県佐賀市諸富町大字大堂1049-3,,,,138,,http://moriyama-clinic.com/,
