更新日,名称,業界(小分類),求人有無,所在地,設立,平均年齢,従業員数,企業URL,代表者,資本金,事業内容
2024-08-01,医療法人方佑会,病院・大学病院・クリニック,求人なし,大阪府堺市北区黒土町3002-5,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 植木 孝浩,406 百万円,
2024-08-01,株式会社都エンタープライズ,福祉・介護関連サービス,求人なし,大阪府岸和田市宮本町10-12,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 榮野川 優子,50 百万円,
2024-08-01,医療法人三圭会ハルタ眼科,病院・大学病院・クリニック,求人なし,大阪府大阪市西成区旭1-3-25,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 春田 亘史,123 百万円,
2024-08-01,医療法人槙野クリニック,病院・大学病院・クリニック,求人なし,大阪府豊中市末広町1-7-2,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 槇野 淑子,"1,419 百万円",
2024-08-01,株式会社マツザワ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区東四つ木3-23-18,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松沢 由起子,10 百万円,
2024-08-01,株式会社ソシオンヘルスケアマネージメント,医療コンサルティング,求人なし,東京都千代田区内幸町1-1-1帝国ホテルタワー 10Ｆ,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 克典,98 百万円,
2024-08-01,株式会社ミリオンライト,医療機器メーカー業界,求人なし,東京都葛飾区東四つ木3-47-12,1957,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山嵜 実,10 百万円,
2024-08-01,社会福祉法人宝生会,福祉・介護関連サービス,求人なし,大阪府堺市北区南花田町530,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 西田 惠子,"1,512 百万円",
2024-08-01,医療法人健昌会,その他医療関連,無,大阪府大阪市福島区玉川2-12-16,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 近藤 澄夫,122 百万円,
2024-08-01,医療法人誠心会森口医院,病院・大学病院・クリニック,求人なし,大阪府守口市大枝西町15-8,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 森口 久子,184 百万円,
2024-08-01,医療法人社団六翠会,病院・大学病院・クリニック,求人なし,兵庫県尼崎市武庫元町1-30-16,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 六島 大,693 百万円,
2024-08-01,医療法人吉栄会,病院・大学病院・クリニック,求人なし,大阪府岸和田市池尻町98,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 今西 幸仁,525 百万円,
2024-08-01,医療法人健栄会,病院・大学病院・クリニック,求人なし,大阪府高槻市野見町3-6,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 小野 秀太,492 百万円,
2024-08-01,有限会社おおうら薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区立石7-4-6,1960,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大浦 康栄,10 百万円,
2024-08-01,医療法人塚本眼科クリニック,病院・大学病院・クリニック,求人なし,大阪府大阪市福島区吉野3-21-1,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 塚本 尚哉,158 百万円,
2024-08-01,有限会社ほまれ堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区新小岩1-31-10,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 尾花 正喜,3 百万円,
2024-08-01,有限会社三幸会,医療機器メーカー業界,求人なし,東京都葛飾区新小岩1-8-10,1971,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石黒 明義,3 百万円,
2024-08-01,医療法人梶浦眼科,病院・大学病院・クリニック,求人なし,大阪府守口市大日町3-25-17,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 梶浦 トミ子,238 百万円,
2024-08-01,社会福祉法人友朋会,福祉・介護関連サービス,無,大阪府大阪市福島区海老江2-1-36,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 松本 直彦,490 百万円,
2024-08-01,株式会社メディケア・リハビリ,福祉・介護関連サービス,無,大阪府羽曳野市羽曳が丘4-18-3,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 米永 まち子,50 百万円,
2024-08-01,医療法人普愛会高橋医院,病院・大学病院・クリニック,求人なし,大阪府門真市宮前町18-5,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 髙橋 元,192 百万円,
2024-08-01,有限会社小山医科工業,医療機器メーカー業界,求人なし,東京都葛飾区奥戸5-24-11,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小山 豪彦,3 百万円,
2024-08-01,株式会社日立薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区亀有5-31-8,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 樋口 早苗,10 百万円,
2024-08-01,有限会社井伊薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区細田5-25-10,1976,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 井伊 正己,3 百万円,
2024-08-01,株式会社イヌイメデイックス,医薬品メーカー業界,求人なし,大阪府東大阪市高井田本通5-1-7,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邉 信博,10 百万円,
2024-08-01,有限会社富士薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区立石1-12-10,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齋藤 美代子,3 百万円,
2024-08-01,有限会社成川薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区東金町1-23-1,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 紀藤 寿雄,3 百万円,
2024-08-01,有限会社リエゾン,調剤薬局・ドラッグストア業界,求人なし,大阪府大阪市阿倍野区天王寺町北2-9-8スプリングＳ 1Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 信藤 正隆,3 百万円,
2024-08-01,株式会社寺家商店,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区東新小岩5-21-1,1976,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寺家 正治,10 百万円,
2024-08-01,株式会社はなみずき,福祉・介護関連サービス,求人なし,石川県金沢市橋場町2-10,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 橋本 猛彦,50 百万円,
2024-08-01,株式会社亀有薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区亀有4-36-3ロフティーハーモニー亀有 1Ｆ,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高圓 誠一,10 百万円,
2024-08-01,有限会社双葉薬局,調剤薬局・ドラッグストア業界,求人なし,東京都葛飾区西新小岩4-25-13,1958,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 敦子,8 百万円,
2024-08-01,医療法人社団慈成会,病院・大学病院・クリニック,求人なし,東京都葛飾区青戸5-8-10,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 三枝 佳五,70 百万円,
2024-08-01,有限会社すのうどろっぷ,福祉・介護関連サービス,求人なし,福井県福井市和田東2-601ＳｎｏｗＤｒｏｐ 201,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松井 雪路,10 百万円,
2024-08-01,医療法人日進会,病院・大学病院・クリニック,求人なし,和歌山県東牟婁郡那智勝浦町大字朝日1-221-1,1983,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 岩村 修,41 百万円,
2024-08-01,有限会社サクライ工作所,医療機器メーカー業界,求人なし,東京都江戸川区松江1-23-20,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 櫻井 一哉,3 百万円,
2024-08-01,株式会社タバタエンジニアリング,医療機器メーカー業界,求人なし,東京都江戸川区谷河内1-9-4,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田端 吉男,3 百万円,
2024-08-01,株式会社ハイペップ研究所,その他医療関連,求人なし,京都府京都市上京区下立売通千本東入中務町486-46,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 軒原 清史,22 百万円,
2024-08-01,株式会社ありさか薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区平井6-47-13ＣＥＬＬＳ有阪 1Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 有阪 朋恵,10 百万円,
2024-08-01,有限会社さかい薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区本一色3-1-7,1968,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森 裕子,3 百万円,
2024-08-01,有限会社ひまわり調剤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区西一之江3-12-21鈴元荘ビル 1Ｆ,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 藤田 次雄,3 百万円,
2024-08-01,有限会社みづえ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区一之江8-18-1,1962,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 高木 和代,5 百万円,
2024-08-01,医療法人佐藤クリニック,病院・大学病院・クリニック,求人なし,滋賀県長浜市平方町1240,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 佐藤 重恭,315 百万円,
2024-08-01,東京医療商事株式会社,医療機器卸,求人なし,東京都江戸川区北小岩1-11-6,1961,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 千葉 昌範,10 百万円,
2024-08-01,株式会社ライフサポートジャパン,福祉・介護関連サービス,求人なし,大阪府大阪市東淀川区東淡路5-8-38,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 後舍忠裕,40 百万円,
2024-08-01,社会福祉法人祉栄会,福祉・介護関連サービス,求人なし,兵庫県加古川市八幡町上西条1355,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 柴田 和博,"1,082 百万円",
2024-08-01,有限会社吉岡薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区南葛西7-1-7なぎさニュータウン7号棟 1Ｆ,1977,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 吉岡 哲也,5 百万円,
2024-08-01,有限会社新村製作所,医療機器メーカー業界,求人なし,東京都江戸川区平井6-8-8,1961,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新村 浩一,3 百万円,
2024-08-01,医療法人社団宮下医院,病院・大学病院・クリニック,求人なし,東京都江戸川区南小岩7-28-15,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,医療法人社団安藤内科医院,病院・大学病院・クリニック,求人なし,東京都江戸川区東葛西6-15-16ステラ2スゴン 1Ｆ,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 安藤 達也,,
2024-08-01,社会福祉法人寿老園老人ホーム,福祉・介護関連サービス,求人なし,広島県広島市東区山根町38-23,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 武村 浩司,"2,145 百万円",
2024-08-01,有限会社黒田薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区平井2-23-13黒田ビル,1959,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 保土田 裕子,3 百万円,
2024-08-01,有限会社船堀薬品,調剤薬局・ドラッグストア業界,求人なし,東京都江戸川区船堀3-2-23ビル,1962,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宇田川 晴夫,3 百万円,
2024-08-01,イービーエス株式会社,調剤薬局・ドラッグストア業界,求人なし,広島県広島市安佐南区祇園3-26-3,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 道下 太英子,10 百万円,
2024-08-01,株式会社ワンセル,その他医療関連,求人なし,広島県広島市中区白島北町3-14,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 福嶋 久,40 百万円,
2024-08-01,医療法人社団白凛会,病院・大学病院・クリニック,求人なし,東京都中央区銀座4-2-2第1弥生ビルディング Ｂ1Ｆ,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 加藤 茂俊,,
2024-08-01,医療法人社団研宣会,病院・大学病院・クリニック,求人なし,香川県高松市松縄町35-3,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 廣瀬 友彦,330 百万円,
2024-08-01,株式会社スミレ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市横山町21-8,1967,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 東福 彩,10 百万円,
2024-08-01,有限会社若葉,福祉・介護関連サービス,求人なし,愛媛県松山市内宮町581-1,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 能口 亮,3 百万円,
2024-08-01,有限会社ハート・ジャパン,福祉・介護関連サービス,求人なし,東京都八王子市元八王子町2-1040クラスター新和Ａ 102,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 關口 隆,5 百万円,
2024-08-01,株式会社マルイ薬品,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市西寺方町1019-369,1975,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐伯 理香,10 百万円,
2024-08-01,社会福祉法人蓬莱会,福祉・介護関連サービス,求人なし,徳島県阿波市阿波町北整理1-1,1979,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 大塚 忠廣,"3,662 百万円",
2024-08-01,有限会社はざま薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市椚田町1214-1めじろ台ハイム 1Ｆ,1975,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,3 百万円,
2024-08-01,有限会社だるま堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市本町3-12,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 根岸 徹,3 百万円,
2024-08-01,有限会社八王子中央会,その他医療関連,求人なし,東京都八王子市小門町35,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市川 昌子,10 百万円,
2024-08-01,有限会社中山薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市寺田町432,1977,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 裕司,5 百万円,
2024-08-01,医療法人誠心会,病院・大学病院・クリニック,求人なし,福岡県糸島市波多江699-1,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 井上 健,160 百万円,
2024-08-01,有限会社小畑ファミリー薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市狭間町1450-1めじろ台コーポラス 1Ｆ,1975,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小畑 光正,7 百万円,
2024-08-01,株式会社下島愛生堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市本郷町3-20,1960,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 下島 宏文,40 百万円,
2024-08-01,有限会社原田ドラッグ,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市緑町604-1,1986,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 原田 國光,3 百万円,
2024-08-01,有限会社友松薬局,調剤薬局・ドラッグストア業界,求人なし,大分県宇佐市大字葛原455-5,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 友松 茂喜,3 百万円,
2024-08-01,有限会社神田成美堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都八王子市八幡町12-4,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 神田 佳津子,3 百万円,
2024-08-01,医療法人えびのセントロクリニック,病院・大学病院・クリニック,求人なし,宮崎県えびの市大字上江1007-4,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 長井 章,200 百万円,
2024-08-01,医療法人本郷会,その他医療関連,求人なし,熊本県上天草市大矢野町登立8607,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 毛利 公一郎,30 百万円,
2024-08-01,株式会社あやめ会,福祉・介護関連サービス,求人なし,東京都八王子市子安町1-2-6南口駅前ビル5Ｆ,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青木 崇浩,5 百万円,
2024-08-01,医療法人社団藤榮会,病院・大学病院・クリニック,求人なし,熊本県熊本市中央区出水1-5-38,1991,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 末藤 久和,466 百万円,
2024-08-01,有限会社青喜,病院・大学病院・クリニック,求人なし,東京都八王子市下恩方町350,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青木 芳江,3 百万円,
2024-08-01,医療法人財団興和会,病院・大学病院・クリニック,求人なし,東京都八王子市暁町1-48-18,1952,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 右田 敦之,627 百万円,
2024-08-01,医療法人弘池会,病院・大学病院・クリニック,求人なし,長崎県南島原市口之津町丁5615,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 池永 弘二,117 百万円,
2024-08-01,有限会社梅谷眼鏡専門店,その他医療関連,求人なし,東京都八王子市横山町14-6,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 梅津 一夫,3 百万円,
2024-08-01,有限会社井上薬局,調剤薬局・ドラッグストア業界,求人なし,東京都立川市曙町1-19-3,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井上 英治,5 百万円,
2024-08-01,株式会社回春堂,調剤薬局・ドラッグストア業界,求人なし,東京都立川市錦町1-3-16回春堂ビル 1Ｆ,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 粕谷 京子,10 百万円,
2024-08-01,株式会社ヨコセ,調剤薬局・ドラッグストア業界,求人なし,東京都武蔵野市西久保1-6-21横瀬ビル 1Ｆ,1971,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 横瀬 徹,10 百万円,
2024-08-01,公益社団法人東京都武蔵野市歯科医師会,病院・大学病院・クリニック,求人なし,東京都武蔵野市吉祥寺南町2-4-7吉祥寺ソシアルビル 2Ｆ,1966,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 星野 衛一郎,,
2024-08-01,株式会社井の頭薬局,調剤薬局・ドラッグストア業界,求人なし,東京都武蔵野市吉祥寺南町1-8-6カーサカルム吉祥寺 1Ｆ,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小安 邦彦,10 百万円,
2024-08-01,株式会社吉祥寺調剤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都武蔵野市吉祥寺本町1-11-19東映ビル 1Ｆ,1979,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新保 和彦,20 百万円,
2024-08-01,一般財団法人天誠会,病院・大学病院・クリニック,求人なし,東京都武蔵野市境1-18-6,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 天野 英介,,
2024-08-01,医療法人社団友利会,病院・大学病院・クリニック,求人なし,東京都武蔵野市関前2-5-14,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 友利 千之,,
2024-08-01,武蔵野陽和会病院,病院・大学病院・クリニック,無,東京都武蔵野市緑町2-1-33,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 【総合病院】診療科目／内科、外科、消化器内科、腎臓内科、整形外科、泌尿器科、リハビリテーション科、放射線科、麻酔科、脳神経外科、循環器内科、神経内科、糖尿病内科 2022年3月doda掲載求人より引用
2024-08-01,有限会社アライ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都三鷹市下連雀4-17-12,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荒井 一雄,3 百万円,
2024-08-01,公益社団法人三鷹市医師会,病院・大学病院・クリニック,求人なし,東京都三鷹市野崎1-7-23,1966,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 土屋 正己,,
2024-08-01,有限会社大沢調剤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都三鷹市大沢5-1-11,1979,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小沼 明,3 百万円,
2024-08-01,有限会社井上薬局,調剤薬局・ドラッグストア業界,求人なし,東京都三鷹市新川4-8-14ハイウエスト 1Ｆ,1964,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井上 正一,3 百万円,
2024-08-01,公益財団法人井之頭病院,病院・大学病院・クリニック,求人なし,東京都三鷹市上連雀4-14-1,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 菊池 健,,
2024-08-01,有限会社佐野薬局,調剤薬局・ドラッグストア業界,求人なし,東京都三鷹市下連雀3-31-5,1966,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 誠,3 百万円,
2024-08-01,有限会社ライフ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都青梅市住江町58,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岸 亨,5 百万円,
2024-08-01,鈴木慈光病院,病院・大学病院・クリニック,無,東京都青梅市長淵5-1086,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,有限会社ティー・オー・ピー,福祉・介護関連サービス,求人なし,東京都府中市矢崎町4-1,1955,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田口 廣彦,3 百万円,
2024-08-01,株式会社ファルマー,福祉・介護関連サービス,求人なし,東京都府中市武蔵台2-17-1,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村徳浩,30 百万円,
2024-08-01,株式会社ライフサイクルケアセンター,その他医療関連,求人なし,東京都府中市宮西町4-16-1,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松林 宏,10 百万円,
2024-08-01,公益社団法人東京都府中市歯科医師会,福祉・介護関連サービス,求人なし,東京都府中市府中町2-25-18,1975,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 金森 泰,,
2024-08-01,株式会社川口薬局,調剤薬局・ドラッグストア業界,求人なし,東京都府中市白糸台4-14-3,1982,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川口 宣男,10 百万円,
2024-08-01,有限会社渡辺薬品,調剤薬局・ドラッグストア業界,求人なし,東京都府中市美好町1-32-11シーザーレジデンス 1Ｆ,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 渡辺 一雄,3 百万円,
2024-08-01,株式会社アワイ薬局,医療機器メーカー業界,求人なし,東京都昭島市玉川町1-14-10,1971,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 粟井 賢,10 百万円,
2024-08-01,公益社団法人昭島市シルバー人材センター,福祉・介護関連サービス,求人なし,東京都昭島市中神町2-32-18,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 光富 宏規,,
2024-08-01,有限会社ヘルパーねこの手,その他医療関連,求人なし,東京都調布市富士見町1-22-2ねこの手 2Ｆ,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小玉 眞理子,3 百万円,
2024-08-01,調布東山病院,病院・大学病院・クリニック,無,東京都調布市小島町2-32-17,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,"■診療科目【一般内科】神経内科/呼吸器内科/消化器内科/循環器内科糖尿病・内分泌内科/腎臓内科（人工透析）【一般外科】整形外科/消化器外科/リウマチ科/皮膚科泌尿器科/リハビリテーション科※83床/病床稼働率85.4％（2022年度実績）■内視鏡センター/年間1万3,570件（2022年実績）■透析センター/透析ベット66床■ドック健診センター【設備機器/設備状況】 2023年11月doda掲載求人より引用"
2024-08-01,有限会社太陽薬局,調剤薬局・ドラッグストア業界,求人なし,東京都調布市国領町4-21-5,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 正敏,3 百万円,
2024-08-01,ネクスタス東京株式会社,福祉・介護関連サービス,求人なし,東京都町田市金井8-17-3,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 端野 一成,5 百万円,
2024-08-01,有限会社ノガミ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都町田市能ヶ谷3-1-3,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野上 穣史,9 百万円,
