更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,平均年齢,企業URL,代表者,資本金,上場市場名
2024-08-01,ヴィスト株式会社,福祉・介護関連サービス,5,■ヴィストキャリア就労移行支援事業、就労定着支援事業■ヴィストジョブズ就労継続支援A型・B型事業■ヴィストカレッジ児童発達支援、放課後等デイサービス■相談支援センター ヴィスト相談支援事業■行政受託事業・石川県 企業の障害者雇用促進支援事業・金沢市 生活困窮者就労準備支援事業,石川県金沢市広岡1-2-14,2012,144,38.0,https://visst.co.jp/,,5百万円,
2024-08-01,JSRライフサイエンス株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,2,■事業内容：ライフサイエンス関連製品の製造,茨城県つくば市御幸が丘25,2012,90,,http://www.jsrlifesciences.co.jp/,,310百万円,
2024-08-01,さんあい薬局株式会社,調剤薬局・ドラッグストア業界,7,■事業内容：調剤薬局業、居宅介護支援事業■事業の特徴：（1）調剤業務…同社では、単に処方せんに基づいて薬を渡すだけでなく、薬がより有効かつ安全に使用されるために、十分な説明を行うことが大切だと考えています。患者が話しやすい環境となるよう接遇にも力を入れ、個々人の状態やニーズにあったより適切な情報を提供するよう心がけています。（2）更なる安全への追及…数多くある薬の中には、その使用や管理に特に注意を要するものがあり、これを重点管理品目とよんでいます。同社の全店舗では、この重点管理品目について、毎日の業務終了後に計算上の在庫値と実在庫数が合っているかを確認する日次棚卸を実施しています。,三重県桑名市寿町3-25,1993,100,41.0,https://www.sun-ai-ph.co.jp/index.html,,10百万円,
2024-08-01,社会福祉法人福医会,病院・大学病院・クリニック,2,■事業内容： 高齢者福祉・介護（施設・在宅）、医療■ビジョン： ■特徴（TOPICS）： 当法人は2011年4月、西海市より福祉施設及び医療機関の事業譲渡を受け、福祉・医療の複合施設にて「切れ目のない医療と介護の総合提供」を目指しています。■組織風土：,長崎県西海市大島町1876-59,2010,145,,http://www.fukuikai.com/,,50百万円,
2024-08-01,インテュイティブサージカル合同会社,医療機器メーカー業界,18,■事業内容：手術用ロボットda Vinciの研究・開発・製造,東京都港区赤坂1-12-32アーク森ビル,2010,192,,http://www.intuitivesurgical.com/jp/,,498百万円,
2024-07-01,株式会社ミルテル,大学・研究施設,1,■事業内容：2012年9月に起業した広島大学発のベンチャー企業です。テレビや雑誌などのマスコミ掲載に多数取り上げられ、世界的にも注目されています。世界でオンリーワンのテロメア・Gテール検査を未病検査として広め、さらにポリアミンのがんリスク検査でがんの早期発見をサポートすることで、日本の健康長寿達成に貢献しています。さらに、大学などのアカデミアとも共同研究を進めながら、基礎研究成果の事業化を進めております。がんリスク検査等に関するビジネスを今後も実施していく予定であり、最先端の研究成果の事業化で健康長寿をめざすベンチャー企業です。,広島県広島市南区出汐1-2-10,2012,15,36.0,https://www.mirtel.co.jp/,,95百万円,
2024-06-01,協和総業株式会社,医薬品メーカー業界,1,■事業内容： 1955年設立し、神奈川県横浜市に本社を置き、工業薬品の卸売りを中心とし、緊急連絡配信サービスなど事業展開を行っております。,神奈川県横浜市神奈川区幸ヶ谷15-9,1955,10,50.0,https://hp-kwsg.jp/,,28百万円,
2024-07-01,アイビーメディカル株式会社,福祉・介護関連サービス,1,■事業内容： ・（医療・介護福祉に特化した）人材紹介・派遣事業・介護施設運営事業（介護付き有料老人ホーム、グループホームの運営）・介護講習機関 介護職員初任者研修 講座の運営・福祉用具貸与・販売事業・HP制作・運用（グループ内の病院・介護施設のHP制作・運用）・不動産賃貸事業,兵庫県神戸市長田区御蔵通5-205-3長田すみれビル6F,2003,150,,なし,,10百万円,
2024-08-01,株式会社フロンティア,福祉・介護関連サービス,4,■会社概要：同社は、中部地方を中心にこれまで経営基盤の安定化が難しいとされてた福祉事業に対し、社名の通り『フロンティア・スピリット』を持って、自ら福祉施設の経営に参画するとともに、周辺産業も含めて多角的に事業展開をし、右肩上がりの成長を続けている企業です。現在はICT化に力を入れており、介護業界では珍しいITソリューション事業部を中心にDX推進に力をいれ、自社開発システムを用いた経営をしております。また、社内人材の教育にも力を入れ雇用を促進することで、東海地域の介護事業のリーディングカンパニーとして社会や地域に貢献しています。,愛知県名古屋市東区泉1-19-8フロンティアビル,2006,1300,,"Failed to retrieve page, status code: 410",,100百万円,
2024-08-01,株式会社オー・カイ,福祉・介護関連サービス,1,■事業内容： 訪問介護サービス,大阪府八尾市南本町4-1-30,2012,90,39.0,"Failed to retrieve page, status code: 410",,,
2024-06-01,ガリバー・インターナショナル株式会社,その他医療関連,1,■柔道整復等療養費の内容点検の受託■柔道整復等療養費の振込統合の受託■医科・歯科・調剤レセプトの内容点検の受託■医療保険者の各種事務の受託【ISO9001】登録番号 JUSE-RA-1976認証登録範囲柔道整復等療養費の審査点検サービスの提供柔道整復等療養費の支払事務の代行,【本社】大阪府大阪市北区豊崎3-6-17 【東京本部】東京都中央区日本橋茅場町3-4-2【名古屋営業所】愛知県名古屋市中区錦1-6-10【沖縄営業所】沖縄県那覇市久茂地1-7-1,1967,,,http://gulliver-i.co.jp/,代表取締役社長 野中 政秀,3000万円,
2024-08-01,株式会社福丸,福祉・介護関連サービス,1,■事業内容： 住宅型有料老人ホーム、デイサービス、居宅介護、訪問看護京都府木津川市、奈良県奈良市、天理市に施設を運営させていただき、どの地域の方々にも喜んでいただける施設づくりをスタッフ一丸となって今後も実行してまいります。【運営施設】■住宅型有料老人ホーム・住宅型有料老人ホーム 福丸・住宅型有料老人ホーム 福丸Ⅱ・住宅型有料老人ホーム 福助1号館 2号館(デイサービス併設)・住宅型有料老人ホーム 福太郎■デイサービス・福丸デイサービスセンター■居宅介護支援・訪問介護介護相談センター 福丸,京都府木津川市木津殿城90-6,2018,100,,https://fukumaru-kaigo.com,,,
2024-07-01,有限会社ケアコミュニケーション,福祉・介護関連サービス,2,■企業概要：当社は地元である愛知県西尾市を中心に、安城市、蒲郡市、碧南市など三河地方の幅広いエリアで、訪問入浴介護をご提供する「といず訪問入浴サービス」を運営しています。入浴車両でご自宅にお伺いし、お風呂を通じて、利用者様の心身の健康向上に貢献しています。単に入浴を介助するだけでなく、湯船で心からリラックスいただける、感動いただけるサービスを心がけています。,愛知県西尾市長縄町七ツ田36-2,2003,14,,https://www.cc-toys.com/,,5百万円,
2024-06-01,株式会社チャレンジド・アソウ,福祉・介護関連サービス,2,"■事業内容： ・障害者の一般就労を支援する訓練事業所・就職後のサポートをする定着支援事業所・BPO（ビジネス・プロセス・アウトソーシング）事業当社は創業約150年「麻生グループ」の一員として、障害者の就労移行支援事業所を運営する法人です。就労移行支援事業所では、企業などへの就職に向けて、事業所内や企業における作業や実習、適性にあった職場探し、就労後の職場定着のための支援を行っています。■麻生グループについて：医療や教育・人材、ゴルフ場の運営など、多角的な事業展開を行う麻生グループ。グループ会社はのべ102社にのぼり、社員数は14,548名、総売上高は5,139億円を誇ります。",福岡県福岡市中央区天神2-8-41福岡朝日会館13F,2013,,,https://challenged.ahc-net.co.jp/,,20百万円,
2024-05-01,株式会社クールヘッド,福祉・介護関連サービス,3,■事業内容： 居宅介護支援、訪問介護、訪問看護/リハ,東京都杉並区西荻北2-5-1都ビルヂング103,2003,43,,https://www.coolhead.co.jp/,,10百万円,
2024-06-01,株式会社ウェルファン,福祉・介護関連サービス,1,■事業内容： 高齢者生活関連用品・福祉用具等 製造および卸売業1982年に高齢者向けの衣料品メーカーとして産声を上げました。前身の会社である株式会社アニマルはベビー・子供向けの衣料品を国内外の自社工場で製造するメーカーとして50年近く営業していました。その歴史の中で培ったものづくりについての知識と技術を活かし、介護用品・福祉用具のメーカーとして貢献します。,大阪府寝屋川市香里新町28-32,1982,243,,http://www.welfan.co.jp/,,89百万円,
2024-07-01,株式会社ＦＴＤ管財,福祉・介護関連サービス,2,■会社概要・埼玉県深谷市に本社があり、創業16年を迎え、現在、埼玉県深谷市と群馬県富岡市に住宅有料老人ホーム（ウェルネステラス深谷・富岡）・デイサービス・訪問介護を併設し運営しています。■事業内容・ウェルネステラス深谷：（住宅型有料老人ホーム）、定員74名。ウェルネステラス富岡：（住宅型有料老人ホーム）、定員77名。,埼玉県深谷市人見398,,120,,https://www.wellness-terrace.co.jp,,10百万円,
2024-06-01,有限会社アキメディカル,調剤薬局・ドラッグストア業界,1,■事業内容：調剤薬局,福岡県柳川市七ツ家76-22,1997,27,40.0,http://honobono-pharmacy.net/,,3百万円,
2024-08-01,株式会社同仁がん免疫研究所,バイオベンチャー業界,4,■事業内容：・細胞の培養・加工、および保管・管理・再生医療技術の提供,熊本県熊本市南区流通団地1-44-2,2013,27,,https://dici.co.jp/,,3百万円,
2024-08-01,株式会社アポロメディク,医療機器卸,1,■事業内容：医療機器・補聴器の販売、保険調剤薬局の経営,愛知県名古屋市瑞穂区下坂町4-43,1994,48,,http://www.apolo-me.co.jp/index.html,,10百万円,
2024-08-01,ＳＳアソシエイト株式会社,調剤薬局・ドラッグストア業界,1,事業内容： ・薬局の設置及び運営 ・有料老人ホームの設置及び運営 経営コンサルタント,千葉県市原市ちはら台東1-4-1,2013,16,,"Failed to retrieve page, status code: 410",,200百万円,
