更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-08-01,株式会社アイル,内装・インテリア・リフォーム,1,■店舗デザイン・オフィスデザイン■店舗企画・設計・施工管理■空間デザインプロデュース■看板設置施工、ビルリノベーション■現場回復工事、原状復旧工事【免許】■建築士事務所登録 大阪府知事登録 第8279号■特定建設業許可 国土交通大臣許可 第26987号■屋外広告業登録 大阪府知事登録 第20102号,■東京事務所／東京都中央区京橋1-17-1 昭美京橋第二ビル4F■大阪本社／大阪市中央区淡路町4-3-5 FPG links 御堂筋3F■福岡事務所／博多区博多駅東1-10-4MASビル4F,2006,2000万円,36.4,30,http://www.air-room.co.jp/,代表取締役 松本 広治,
2024-07-01,株式会社イー・トラスト,不動産管理,1,■不動産売買・賃貸・管理・代理・仲介・鑑定■マンション管理業務請負・点検・保守・管理【グループ】（株）エステムホールディングス（株）日商エステム（株）株式会社エステム管理サービス（株）東京日商エステム（株）沖縄日商エステム（株）エステム住宅販売（株）エステムプランニング（株）リブラブ（株）エステムホーム（株）イーテック（株）エステム保証サービス（株）イーライフサポート,大阪府大阪市中央区南船場2-9-14,2013,14億6000万円（グループ合計）,,495,https://www.n-estem.co.jp/e-trust/,代表取締役社長 森 智寛,
2024-07-01,株式会社イーテック,ディベロッパー,1,■事業内容：建物の大規模修繕工事、建物一式請負工事、リフォーム工事,大阪府大阪市中央区南船場2-9-14,2014,90百万円,39.9,16,https://www.etech-inc.co.jp/,,
2024-08-01,株式会社テクニ,建築設計事務所,1,◆労働者派遣事業◆CAD作図◆プラント設計◆構造物設計【事業許可番号】労働者派遣事業許可登録 派27-304948※大阪市女性活躍リーディングカンパニー認証取得済み,大阪府大阪市北区西天満2-10-2 幸田ビル 701号,1975,1000万円,,27,http://techni.co.jp/,代表取締役社長 川端 勝二,
2024-07-01,株式会社Ｃｒｅａ,建築設計事務所,1,■事業内容店舗・住宅の設計・施行・監理・広告戦略・ストアプロデュース・開業支援,兵庫県西宮市南甲子園1-1-8,2011,1百万円,33.7,7,https://www.crea-d.com/,,
2024-08-01,株式会社田村ビルズグループ,不動産仲介,1,■事業内容：140年を超える歴史を持つ老舗企業として、戸建住宅の企画・販売をはじめ、住環境にまつわるあらゆる事業を展開している企業です。■事業詳細：・中古不動産売買仲介事業（「ハウスドゥ」7店舗運営）、賃貸管理事業、戸建分譲事業、新築・リフォーム事業、足場工事業、環境リサイクル事業・投資用アパート企画・販売事業、賃貸仲介、不動産テック、カフェ＆バー,山口県山口市黒川400-1,2014,171百万円,,222,http://tamura-builds.co.jp/,,
2024-08-01,株式会社ネクステップ,不動産仲介,1,■事業概要：地元那珂川市を中心とする地域密着型の不動産会社です。那珂川市とその周辺地域では突出した認知度と支持を誇ります。,福岡県那珂川市中原3-130Link・F1階2階,1989,10百万円,,40,http://www.next-step.co.jp/,,
2024-07-01,株式会社ＤＯ　ＩＴ,設備管理・メンテナンス,2,■事業内容・非破壊検査：全国の各種プラントやコンビナート、また火力／水力／原子力発電所においても、非破壊検査及びその応援業務行っています。・プラント補修：配管／フランジの蒸気洩れ補修やタンク／ポンプ等の腐食やエロージョンに対し樹脂補修施工により、迅速かつ経済的な補修を行います。・建築／リフォーム（大分ホームドクター）：リフォームから新築、水廻りの困りごとなどトータルサポート。それぞれのお家に合った適切な改善をご提案致します。・ドローン(陸海空)：ドローン空撮による「空撮／測量／点検業務／害獣対策」を行います。,大分県別府市大字鶴見4247-64,2006,8百万円,,15,https://www.doit-oita.com/,,
2024-07-01,株式会社インフィニティー,建設コンサルタント,3,当社は錦戸グループの会社となります。本社・御船事業部・天草支店・人吉営業所を拠点とし、熊本県内の建設業者様への土木資材の卸売り販売並びに熊本県一般建設業（熊本県知事許可（4）第14309）として土木・とび土木・解体・舗装を営んでおります・日鉄スラグ製品株式会社特約店・TGパイルTGーｍ工法（鋼管杭）販売施工店,熊本県熊本市中央区上水前寺2-10-7,1995,90百万円,,39,なし,,
2024-07-01,株式会社タイド,建築設計事務所,1,■事業内容： ・注文住宅、集合住宅の企画・設計提案・施工・オフィスの企画・設計提案・施工・店舗の企画・設計提案・施工・分譲住宅の企画・設計提案・施工・各種リフォーム/リノベーション/コンバージョン・各種空間プロデュース業務・インテリア商材販売 等,兵庫県芦屋市春日町1-12,2012,20百万円,,12,https://tidestyle.co.jp/,,
2024-07-01,株式会社山本,住宅設備・建材,1,土木・建築における高付加価値な特許商品の企画・設計・販売・施工／体育館・市民会館・ホール等の公共施設の天井脱落防止ネットを中心に、公共性の高い土木・建築資材の企画～設計、販売、施工まで手掛けています。★日本耐震天井施工協同組合（JACCA)組合員 17阪-F011／全国組織で耐震天井の導入・普及活動を展開。天井脱落防止ネットのパイオニアとして、当社は組合からも頼られる存在です。／建設業許可取得店,大阪本社／大阪府東大阪市高井田中4-8-11関東支店／神奈川県横浜市神奈川区子安通3-393-101東海営業所／愛知県新城市杉山道目記78－1,1991,,,15,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010379282/: 'NoneType' object has no attribute 'get',代表取締役 山本 義清,
2024-06-01,株式会社Best Stage,不動産仲介,4,1989年の設立以来、私たちBest Stageは30年以上にわたり、埼玉エリアを中心に建築・建設・不動産事業を展開してきました。Best Stageの強みは土地の選定、企画・設計・デザイン、施工、販売まで全て自社だけで完結できる体制です。当社の主力商品は木造3階建てアパートとなり、長年の実績により自信をもって投資家様やオーナー様にご提案できる商品となります。住宅性能評価も自社でおこなえる体制により、外注費の削減や工期短縮につながり、安定して利益を生み出せる建物をご提供できます。今後も時代のニーズに合わせ最新設備の導入・新プランの検討、エリア拡大など含め成長していきます。,埼玉県富士見市鶴瀬東1-10-28ベストビルⅡ,1989,21百万円,34.0,63,http://www.beststage.co.jp/,,
2024-06-01,株式会社ファーストライフ,不動産仲介,1,■事業内容：・不動産業全般・調剤薬局の経営・おすもうさんのサイト運営,福岡県福岡市中央区大名2-9-29第2プリンスビル4F,2010,10百万円,,15,https://www.firstlife-co.com/company.html,,
2024-05-01,株式会社クリハラ,サブコン,1,■事業内容一般土木工事 舗装工事一式外構工事一式重機オペレーター産業廃棄物破砕請負ホームページ作成・管理■所有機材（一部）・3.33タイヤショベル・0.77バックホー・33タイヤショベル,宮城県仙台市宮城野区福室田中東2-25-10,1968,10百万円,40.0,18,なし,,
2024-07-01,株式会社オーバル,建設コンサルタント,4,■事業紹介・建設事業＜商業施設＞・建設事業＜企画住宅＞・ルーバーライン・ラボ事業,静岡県浜松市中央区葵西6-3-12,2014,20百万円,,25,https://www.oval-ha.jp,,
2024-08-01,株式会社モンテホーム,内装・インテリア・リフォーム,1,■事業内容：【リフォーム事業】・お風呂・トイレ・キッチンのリフォーム、外構・エクステリア・ガーデニング・外壁・サイディング塗装・張替えのリフォーム・屋根工事・塗装・葺き替えのリフォーム、クロス張替え・内装工事全般など,京都府京都市左京区田中西樋ノ口町2-4,2010,3百万円,,14,https://www.e-monte.co.jp/,,
2024-08-01,株式会社スイヨー松山,住宅設備・建材,1,■事業内容：給排水、衛生機器、空調冷暖房等の設備工事業■企業概要：当社はもともと新居浜市に本拠を構える管工事業者（株）スイヨーの松山営業所でしたが、現在代表取締役社長を務める越智邦昭が平成23年4月、同エリアの営業地盤を譲り受ける形で独立し、改めてスイヨー松山を立ちあげ経営を引き継ぎました。独立してからの業歴はまだ9年と浅いですが、営業所時代から構築してきた事業基盤は強固であり、給排水、衛生機器、空調冷暖房等の設備工事業を生業に、県都松山市を中心とした地域に密着した事業活動を展開しています。,愛媛県松山市北久米町50-15,2011,5百万円,,6,なし,,
