更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社シバタビューティーネッツ,理容・美容・エステ,求人なし,,愛知県岡崎市久後崎町字本郷南13-4,1976,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊藤尚利
2024-08-01,株式会社アドックス,理容・美容・エステ,求人なし,,京都府京田辺市河原食田10-11,1990,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 向井 正志
2024-08-01,株式会社美健,理容・美容・エステ,無,,大阪府大阪市中央区島之内1-22-20,1975,,,,36 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 馬面 仙江
2024-08-01,有明物産株式会社,理容・美容・エステ,求人なし,,東京都町田市大蔵町117エステートピア鶴川 103,1998,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 綾利
2024-08-01,セリオ株式会社,理容・美容・エステ,求人なし,,愛知県名古屋市熱田区金山町1-5-2クマダ77ビル 5Ｆ,1982,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鶴田 秀彦
2024-08-01,株式会社ライト,理容・美容・エステ,求人なし,,大阪府大阪市東淀川区淡路4-5-13ベルハウス 2Ｆ,1972,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上野泰仁
2024-08-01,株式会社メークエンドウ,理容・美容・エステ,求人なし,,東京都豊島区東池袋3-7-5ＭＥＴＴビル,1970,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠藤 信孝
2024-08-01,株式会社ハーベン,理容・美容・エステ,無,,大阪府大阪市東成区大今里3-15-21,1984,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中川 好一
2024-08-01,有限会社ＰＡＰＡ’Ｓ＆ＭＡＭＡ’Ｓ,理容・美容・エステ,求人なし,,大阪府大阪市東成区深江北1-7-13イーストビレッジイーストンビル 3Ｆ,1960,,,,25 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 勘
2024-08-01,丹後織物工業組合,理容・美容・エステ,求人なし,,京都府京丹後市大宮町河辺3188,1947,,,,108 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 今井 英之
2024-08-01,株式会社エーワン,理容・美容・エステ,無,■リラクゼーションサロンの経営、運営管理・ボディケア、ストレッチ、エステティック、スクラブエステ■リラクゼーションスタッフの養成・技術指導■リラクゼーションサロンのコンサルティング■eコマース事業■化粧品の販売■健康サービス事業のトータルプロデュース 2024年4月doda掲載求人より引用,東京都江東区有明3-7-18有明セントラルタワー 16Ｆ,1981,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 一未
2024-08-01,株式会社ヴォーグ美容企画,理容・美容・エステ,求人なし,,大阪府大阪市都島区都島本通1-7-2201,1980,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 橋爪 雅之
2024-08-01,株式会社ジョージ,理容・美容・エステ,求人なし,,愛媛県松山市土居田町98-5,1986,,,,13 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉川波勝
2024-08-01,株式会社ブランシェ,理容・美容・エステ,求人なし,,愛知県春日井市大手町907-1,1994,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 福本 勝則
2024-08-01,株式会社山崎伊久江美容室,理容・美容・エステ,求人なし,,東京都文京区本郷4-24-8春日タワービル 11Ｆ,1963,,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山﨑 京子
2024-08-01,株式会社イーズ・インターナショナル,理容・美容・エステ,求人なし,,大阪府大阪市中央区東心斎橋1-5-9東心斎橋ビル 8Ｆ,1997,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮本 洋子
2024-08-01,株式会社芝山みよか美容室,理容・美容・エステ,求人なし,,東京都中央区銀座1-22-1銀座タワー508号,1950,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小守谷 枝三代
2024-08-01,株式会社ＳＬ　Ｃｒｅａｔｉｏｎｓ関西,理容・美容・エステ,求人なし,,兵庫県西宮市高畑町1-31高畑ビル,1992,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 健
2024-08-01,株式会社ツキヤマ,理容・美容・エステ,求人なし,,愛知県豊田市田代町8-25-1,1975,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 築山 宜永
2024-08-01,株式会社ルミエパリ,理容・美容・エステ,求人なし,,大阪府大阪市福島区海老江1-11-17,1989,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村岡 弘義
2024-08-01,株式会社トップメディア,理容・美容・エステ,求人なし,,愛知県安城市三河安城南町1-9-5岩井ビル 3Ｆ,1998,,,,89 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 千裕
2024-08-01,株式会社リフレッシュセンター,理容・美容・エステ,求人なし,,大阪府大阪市淀川区西中島4-2-26天神第一ビル 6Ｆ,1995,,,,92 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鬼塚 健
2024-08-01,ラ・シンシア株式会社,理容・美容・エステ,求人なし,,大阪府大阪市淀川区木川東3-1-26ビル,1992,,,,32 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 淳史
2024-08-01,株式会社アダムス医療,理容・美容・エステ,求人なし,,愛知県犬山市大字五郎丸字上前田34-3,1979,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邉 敏司
2024-08-01,株式会社ボディワークホールディングス,理容・美容・エステ,無,,東京都中野区東中野2-22-23ラフィネグループ本社ビル,1987,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清水 秀文
2024-08-01,有限会社Ｖｏｇｅｌ,理容・美容・エステ,求人なし,,愛知県犬山市楽田大橋1-34,1998,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大池 隆行
2024-08-01,株式会社翔栄クリエイト,理容・美容・エステ,求人なし,,東京都中野区東中野3-1-2,1997,,,,100 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宇佐神 慎
2024-08-01,株式会社カレン商事,理容・美容・エステ,求人なし,,宮崎県宮崎市橘通西4-3-24カレン商事ビル,1980,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 児玉 雅彦
2024-08-01,株式会社アルファイン,理容・美容・エステ,求人なし,,鹿児島県鹿児島市下荒田1-26-3,1975,,,,36 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坂元 みどり
2024-08-01,株式会社アイリスエステサロン,理容・美容・エステ,求人なし,,沖縄県那覇市小禄4-15-92Ｆ,1988,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 繁勝
2024-08-01,株式会社つみき,理容・美容・エステ,求人なし,,愛知県東海市富木島町伏見1-18-7,1982,,,,13 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 根岸 敏雄
2024-08-01,オリリー株式会社,理容・美容・エステ,無,,大阪府大阪市北区豊崎3-19-3,1960,,,,96 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阪本 和俊
2024-08-01,株式会社プラザーラボーネ,理容・美容・エステ,求人なし,,神奈川県大和市西鶴間1-7-11,1983,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 近藤 寧江
2024-08-01,株式会社トップインターナショナル,理容・美容・エステ,無,,大阪府大阪市北区同心1-7-27トップインターナショナル,1983,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石橋 雄二
2024-08-01,株式会社関西マルタカ,理容・美容・エステ,求人なし,,大阪府大阪市城東区諏訪4-13-20,1977,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長田 和之
2024-08-01,株式会社ガラシャ,理容・美容・エステ,無,,大阪府大阪市北区角田町1-12阪急ファイブアネックス 9Ｆ,1992,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齋藤 キミ子
2024-08-01,株式会社アール,理容・美容・エステ,求人なし,,神奈川県伊勢原市桜台1-10-19川添ビル 3Ｆ,1975,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川添 浩史
2024-08-01,ラフォーレ株式会社,理容・美容・エステ,求人なし,,大阪府大阪市北区豊崎3-19-3ピアスタワー,1968,,,,13 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阪本 和政
2024-08-01,株式会社ミス・パリ,理容・美容・エステ,無,美容総合商社、 広告代理業、エステティックサロンの運営・経営指導、 人材派遣業務 2024年4月doda掲載求人より引用,東京都中央区銀座5-10-2,1986,,,,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 下村 朱美
2024-08-01,株式会社スカイ,理容・美容・エステ,求人なし,,東京都墨田区江東橋4-10-5スカイセンタービル,1964,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 茂木 宏太
2024-08-01,ベルモントテクノロジー株式会社,理容・美容・エステ,求人なし,,東京都江東区大島8-19-13,1948,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉川 朋秀
2024-08-01,有限会社ロマン,理容・美容・エステ,求人なし,,愛知県みよし市西陣取山82-2,1980,,,,7 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 鈴木 泰彦
2024-08-01,株式会社モモタロー,理容・美容・エステ,求人なし,,大阪府大阪市中央区安土町2-3-13大阪国際ビルディングＢ1,1980,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市橋 要
2024-08-01,株式会社坪内美容院,理容・美容・エステ,無,,大阪府大阪市中央区南船場1-17-18三暉ビル,1954,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坪内 能莉子
2024-08-01,株式会社ジャパンビューティー,理容・美容・エステ,求人なし,,大阪府大阪市中央区南船場3-8-7三栄ムアビル 401,1990,,,,48 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀 正明
2024-08-01,株式会社ビューティシオン,理容・美容・エステ,求人なし,,東京都港区高輪4-23-8ＺＩＯＮ ＰＬＡＺＡ,1973,,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 芳賀 光弘
2024-08-01,株式会社チアキス,理容・美容・エステ,求人なし,,大阪府大阪市西区南堀江1-16-9ＭＩＲＡＢＥＬＬ ＳＯＵＴＨ 2Ｆ,1994,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長戸 千晶
2024-08-01,株式会社リフレプロジャパン,理容・美容・エステ,求人なし,,大阪府大阪市中央区南船場2-5-17ＧＡＴＯＥＡＳＴ 3Ｆ,1990,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉野 雅文
2024-08-01,株式会社カポーテイ,理容・美容・エステ,求人なし,,東京都品川区上大崎2-18-20中銀マンション 1Ｆ,1985,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 關 政美
2024-08-01,株式会社かいのホールディングス,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■経営企画・マーケティング■広報企画・WEB戦略ブランディング戦略など■商品流通美容商材の卸売、PB(プライベートブランド)商品の企画開発生産■管理人事・労務・経理事務など■リクルーティング採用代行、人材派遣、人材紹介■グラフィック・WEBデザイン各種広告物グラフィックデザイン・印刷、WEBデザイン■フィットネス事業部バランスストレッチ・パーソナルトレーニングなど 2022年3月doda掲載求人より引用,大阪府堺市中区深井清水町3980カイノビル 4Ｆ,1993,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 會野 登志美
